measurement index,chair,punching bag,"Root information 1,1","Root information 1,2","Root information 2,2"
85,1.1725720835911322,1.0644193638218504,1.563421492227878,-0.7146506234953607,1.0511028399700502
86,2.9916066806754142,0.7367352775156186,1.4300525889017386,-1.0209519786067438,1.287528919254426
89,3.449284182673441,1.7957062288547125,1.0920996696532959,-0.5457739679841678,1.2029554357311825
89,0.9850727540761899,-1.6154190395089583,0.6998185765348031,-0.5905772676631099,0.6342066143536585
95,-1.077016129407312,0.815561620635409,1.955102626802432,-0.7011021641328097,1.2702941267211174
96,2.025211169420197,1.7011488610754475,0.7381477508104078,-0.30273996982627394,0.5988379255750014
97,2.8323897323267153,1.595452993795662,0.8329237246672188,-0.4986532843628952,0.6492791236091765
99,-1.2993609856869015,0.6891820417060801,1.9506655950476695,-1.2465953401130045,1.4615560491061654
102,2.3596350575718574,2.0078448359609196,0.7731563975353904,-0.643709576363654,0.7995294836750527
103,3.0957307361494832,2.0037514685187716,1.2788744174666586,-0.8426051235446625,0.799707720659622
105,1.6066236604302688,-1.4802478208973486,0.7611029722985829,-0.5769715523238811,0.6570641938874976
108,-0.045373748692753554,-0.306488411705993,0.8351887522963417,-0.6566802858504711,0.7234099538981343
115,-1.015002855671575,-2.5095196634954977,1.145717930210622,-0.9047312198467546,0.7616796847953964
115,-2.5664212785107448,-1.9323103670777746,1.0138720493808118,-0.7460695104384548,0.7410283794978879
119,2.567297779185112,-0.28229420360476276,1.6585846938338078,-0.9351807640247054,1.2682591058795425
